GID,short_description
gid://shopify/Product/15448942346564,"[""Organinės-mineralinės trąšos NPK (Mg) 9-2-7 (+3)"", ""Sodriai žalia, tvirta veja be samanų ir piktžolių"", ""Daug kalio vejai stiprinti"", ""Sudėtyje nėra geležies sulfato – nedėmi trinkelių ir takų"", ""Tvirta, sveika ir tanki veja"", ""Atsparumas sausrai, ligoms ir šalčiui"", ""Apsaugo nuo samanų ir piktžolių"", ""Beveik bekvapės ir sanitarizuotos, todėl neturi mikroorganizmų"", ""Puikus pasklidimas dėl mikrogranulių mišinio"", ""Iki 100 dienų pilnavertis maitinimas"", ""Papildytos magniu, kad veja būtų sodriai žalia"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Trąšos sujungtos su kalkėmis ir vejos stiprintojais""]"
gid://shopify/Product/15448942903620,"[""Sudėtinės organinės-mineralinės trąšos NPK (Mg) 8+4+5 (+2)"", ""Pagerina augalų grožį, suteikia sodresnes spalvas ir daugiau žiedų"", ""Mėgaukitės gausesniais ir skanesniais vaisiais"", ""Teigiamai veikia vaisių, gumbų ir svogūnėlių formavimąsi"", ""Gerina skonio, spalvos, kvapo ir laikymo savybes"", ""Gerina dirvožemio struktūrą ir skatina naudingus dirvožemio organizmus"", ""Nuolatinis maistinių medžiagų tiekimas per lėtai tirpstančias granules (>100 dienų)"", ""Universalus naudojimas – neturi įtakos dirvožemio rūgštingumui"", ""Puikios paskleidimo savybės su dulkių neturinčiomis mikrogranulėmis"", ""Didina atsparumą sausrai, šalčiui, ligoms ir kenkėjams"", ""All-In-One trąšos praturtintos augalų stiprintojais"", ""Optimalūs rezultatai dekoratyviniuose ir daržovių soduose""]"
gid://shopify/Product/15448947294532,"[""NPK 6-3-2 natūralios ir grynos augalinės trąšos"", ""100 % be gyvūninių produktų, tokių kaip mėšlas, kaulų miltai ar kraujo miltai"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Malonaus kvapo, tinkamos naudoti viduje ir lauke"", ""100 % organinės, be GMO, vien augalinės kilmės ir ekologiškos"", ""Be patogenų; nėra nepageidaujamų grybų ar bakterijų"", ""Didelė drėgmės sulaikymo geba ir turtingos organinėmis medžiagomis"", ""Greitai veikiančios, su tolygiai išsiskiriančiomis maistinėmis medžiagomis"", ""Puikios paskleidimo savybės su 2–5 mm dydžio dulkių neturinčiomis granulėmis"", ""Pilnas augalų maitinimas su visomis svarbiausiomis maistinėmis medžiagomis"", ""Tvarios universalios trąšos, tinkamos visiems augalams, pasėliams ir dirvožemio tipams""]"
gid://shopify/Product/15448947949892,"[""Gerina dirvožemio struktūrą ir derlingumą"", ""NPK 2-2-3, turtingos magniu, kalciu, huminėmis ir fulvo rūgštimis"", ""Papildomi mineralai ir mikroelementai iš lavos miltelių"", ""Pagamintos iš 100 % gryno karvių mėšlo"", ""Beveik bekvapės dėl higienizacijos ir 100 % be piktžolių sėklų"", ""Be patogenų; nėra nepageidaujamų grybų ar bakterijų"", ""Nuolatinis tręšimo efektas per lėtai atpalaiduojančias granules (>120 dienų)"", ""Minimalus mineralinių elementų išplovimas dėl didelio organinio azoto kiekio"", ""Nėra lapų nudegimo dėl labai mažo amoniako kiekio"", ""Sudėtyje yra svarbių maistinių medžiagų ir apie 60 % organinių medžiagų"", ""Gerai tirpstančios ir be dulkių granulės su puikiu paskirstymo modeliu"", ""Tinkamos naudoti visais metų laikais, išskyrus esant dirvožemio šalčiui"", ""Puikios universalios trąšos ir dirvožemio aktyvatoriai""]"
gid://shopify/Product/15448948146500,"[""Gerina dirvožemio struktūrą ir derlingumą"", ""NPK 2-2-3, turtingos magniu, kalciu, huminėmis ir fulvo rūgštimis"", ""Papildomi mineralai ir mikroelementai iš lavos miltelių"", ""Pagamintos iš 100 % gryno karvių mėšlo"", ""Beveik bekvapės dėl higienizacijos ir 100 % be piktžolių sėklų"", ""Be patogenų; nėra nepageidaujamų grybų ar bakterijų"", ""Nuolatinis tręšimo efektas per lėtai atpalaiduojančias granules (>120 dienų)"", ""Minimalus mineralinių elementų išplovimas dėl didelio organinio azoto kiekio"", ""Nėra lapų nudegimo dėl labai mažo amoniako kiekio"", ""Sudėtyje yra svarbių maistinių medžiagų ir apie 60 % organinių medžiagų"", ""Gerai tirpstančios ir be dulkių granulės su puikiu paskirstymo modeliu"", ""Tinkamos naudoti visais metų laikais, išskyrus esant dirvožemio šalčiui"", ""Puikios universalios trąšos ir dirvožemio aktyvatoriai""]"
gid://shopify/Product/15448949489988,"[""Sudėtinės organinės-mineralinės trąšos NPK 9-2-7"", ""Tinka arklių ganykloms"", ""Taip pat puikiai tinka avių, ožkų ir hobio gyvūnų ganykloms"", ""Užtikrina aukštos kokybės ir skanų pašarą/žolę"", ""Skatina sveiką ir struktūruotą derlių"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Tolygus augimas dėl lėtai tirpstančių mikrogranulių poveikio, trunkančio daugiau nei 120 dienų"", ""Didina žolės atsparumą sausrai, ligoms ir stresui"", ""Trąšos greitai įsigeria į dirvą, apsaugodamos nuo gyvūnų suvartojimo"", ""Tinka naudoti bet kuriuo metų laiku, išskyrus dirvožemio šalčio laikotarpius"", ""Papildomi mineralai ir mikroelementai iš vulkaninių pelenų"", ""Puikios universalios trąšos ganykloms""]"
gid://shopify/Product/15448949817668,"[""Padidina dirvos pH vertę"", ""Sumažina samanas ir piktžoles"", ""Gerina dirvos gyvybingumą ir struktūrą"", ""4-sezonų kalkės: galima naudoti visus metus"", ""Užtikrina optimalią šaknų formaciją ir derlingą dirvą"", ""Stipresnės ir tvirtesnės šaknys"", ""Be dulkių, granulės neišplaunamos ir pasižymi puikiu paskleidimo modeliu"", ""Magnis užtikrina gražią tamsiai žalią vejų ir augalų spalvą"", ""Suteikia netiesioginę energiją per optimalią fotosintezę ir dirvos derlingumą"", ""Gražesnės, gaivesnės ir sveikesnės vejos bei augalai"", ""Geresnis maistinių medžiagų, tokių kaip azotas, kalis ir magnis, įsisavinimas.""]"
gid://shopify/Product/15448951062852,"[""Sudėtinės organinės-mineralinės trąšos NPK 9-2-7"", ""Tinka arklių ganykloms"", ""Taip pat puikiai tinka avių, ožkų ir hobio gyvūnų ganykloms"", ""Užtikrina aukštos kokybės ir skanų pašarą/žolę"", ""Skatina sveiką ir struktūruotą derlių"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Tolygus augimas dėl lėtai tirpstančių mikrogranulių poveikio, trunkančio daugiau nei 120 dienų"", ""Didina žolės atsparumą sausrai, ligoms ir stresui"", ""Trąšos greitai įsigeria į dirvą, apsaugodamos nuo gyvūnų suvartojimo"", ""Tinka naudoti bet kuriuo metų laiku, išskyrus dirvožemio šalčio laikotarpius"", ""Papildomi mineralai ir mikroelementai iš vulkaninių pelenų"", ""Puikios universalios trąšos ganykloms""]"
gid://shopify/Product/15448953422148,"[""Sudėtinės organinės-mineralinės trąšos NPK 9-2-7"", ""Tinka arklių ganykloms"", ""Taip pat puikiai tinka avių, ožkų ir hobio gyvūnų ganykloms"", ""Užtikrina aukštos kokybės ir skanų pašarą/žolę"", ""Skatina sveiką ir struktūruotą derlių"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Tolygus augimas dėl lėtai tirpstančių mikrogranulių poveikio, trunkančio daugiau nei 120 dienų"", ""Didina žolės atsparumą sausrai, ligoms ir stresui"", ""Trąšos greitai įsigeria į dirvą, apsaugodamos nuo gyvūnų suvartojimo"", ""Tinka naudoti bet kuriuo metų laiku, išskyrus dirvožemio šalčio laikotarpius"", ""Papildomi mineralai ir mikroelementai iš vulkaninių pelenų"", ""Puikios universalios trąšos ganykloms""]"
gid://shopify/Product/15448953979204,"[""Sudėtinės organinės-mineralinės trąšos NPK 9-2-7"", ""Tinka arklių ganykloms"", ""Taip pat puikiai tinka avių, ožkų ir hobio gyvūnų ganykloms"", ""Užtikrina aukštos kokybės ir skanų pašarą/žolę"", ""Skatina sveiką ir struktūruotą derlių"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Tolygus augimas dėl lėtai tirpstančių mikrogranulių poveikio, trunkančio daugiau nei 120 dienų"", ""Didina žolės atsparumą sausrai, ligoms ir stresui"", ""Trąšos greitai įsigeria į dirvą, apsaugodamos nuo gyvūnų suvartojimo"", ""Tinka naudoti bet kuriuo metų laiku, išskyrus dirvožemio šalčio laikotarpius"", ""Papildomi mineralai ir mikroelementai iš vulkaninių pelenų"", ""Puikios universalios trąšos ganykloms""]"
gid://shopify/Product/15448954503492,"[""Sudėtinės organinės-mineralinės trąšos NPK (Mg) 6-2-12 (+2)"", ""Stipri veja žiemą, rezultatai matomi iki pavasario"", ""Sukuria stiprią, tamsiai žalią veją"", ""Padidina atsparumą sausrai, šalčiui, ligoms ir kenkėjams"", ""Gerina dirvožemio struktūrą ir skatina teigiamą dirvožemio gyvybingumą"", ""Nuolatinis maistinių medžiagų tiekimas per lėtai tirpstančias granules > 100 dienų"", ""Universalus naudojimas – neturi įtakos dirvožemio pH"", ""Puikus paskleidimo modelis su dulkių neturinčiomis mikrogranulėmis"", ""Slopina nepageidaujamų samanų ir piktžolių augimą"", ""Rudeninės trąšos All-In-One praturtintos augalų stiprinimo medžiagomis""]"
gid://shopify/Product/15448956797252,"[""Sudėtinės organinės-mineralinės trąšos NPK 9-2-7"", ""Tinka arklių ganykloms"", ""Taip pat puikiai tinka avių, ožkų ir hobio gyvūnų ganykloms"", ""Užtikrina aukštos kokybės ir skanų pašarą/žolę"", ""Skatina sveiką ir struktūruotą derlių"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Tolygus augimas dėl lėtai tirpstančių mikrogranulių poveikio, trunkančio daugiau nei 120 dienų"", ""Didina žolės atsparumą sausrai, ligoms ir stresui"", ""Trąšos greitai įsigeria į dirvą, apsaugodamos nuo gyvūnų suvartojimo"", ""Tinka naudoti bet kuriuo metų laiku, išskyrus dirvožemio šalčio laikotarpius"", ""Papildomi mineralai ir mikroelementai iš vulkaninių pelenų"", ""Puikios universalios trąšos ganykloms""]"
gid://shopify/Product/15448958894404,"[""Sudėtinės organinės-mineralinės trąšos NPK 9-2-7"", ""Tinka arklių ganykloms"", ""Taip pat puikiai tinka avių, ožkų ir hobio gyvūnų ganykloms"", ""Užtikrina aukštos kokybės ir skanų pašarą/žolę"", ""Skatina sveiką ir struktūruotą derlių"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Tolygus augimas dėl lėtai tirpstančių mikrogranulių poveikio, trunkančio daugiau nei 120 dienų"", ""Didina žolės atsparumą sausrai, ligoms ir stresui"", ""Trąšos greitai įsigeria į dirvą, apsaugodamos nuo gyvūnų suvartojimo"", ""Tinka naudoti bet kuriuo metų laiku, išskyrus dirvožemio šalčio laikotarpius"", ""Papildomi mineralai ir mikroelementai iš vulkaninių pelenų"", ""Puikios universalios trąšos ganykloms""]"
gid://shopify/Product/15448960172356,"[""Sudėtinės organinės-mineralinės trąšos NPK (Mg) 6-2-12 (+2)"", ""Stipri veja žiemą, rezultatai matomi iki pavasario"", ""Sukuria stiprią, tamsiai žalią veją"", ""Padidina atsparumą sausrai, šalčiui, ligoms ir kenkėjams"", ""Gerina dirvožemio struktūrą ir skatina teigiamą dirvožemio gyvybingumą"", ""Nuolatinis maistinių medžiagų tiekimas per lėtai tirpstančias granules > 100 dienų"", ""Universalus naudojimas – neturi įtakos dirvožemio pH"", ""Puikus paskleidimo modelis su dulkių neturinčiomis mikrogranulėmis"", ""Slopina nepageidaujamų samanų ir piktžolių augimą"", ""Rudeninės trąšos All-In-One praturtintos augalų stiprinimo medžiagomis""]"
gid://shopify/Product/15448960303428,"[""Sudėtinės organinės-mineralinės trąšos NPK (Mg) 6-2-12 (+2)"", ""Stipri veja žiemą, rezultatai matomi iki pavasario"", ""Sukuria stiprią, tamsiai žalią veją"", ""Padidina atsparumą sausrai, šalčiui, ligoms ir kenkėjams"", ""Gerina dirvožemio struktūrą ir skatina teigiamą dirvožemio gyvybingumą"", ""Nuolatinis maistinių medžiagų tiekimas per lėtai tirpstančias granules > 100 dienų"", ""Universalus naudojimas – neturi įtakos dirvožemio pH"", ""Puikus paskleidimo modelis su dulkių neturinčiomis mikrogranulėmis"", ""Slopina nepageidaujamų samanų ir piktžolių augimą"", ""Rudeninės trąšos All-In-One praturtintos augalų stiprinimo medžiagomis""]"
gid://shopify/Product/15448960565572,"[""Sudėtinės organinės-mineralinės trąšos NPK (Mg) 6-2-12 (+2)"", ""Stipri veja žiemą, rezultatai matomi iki pavasario"", ""Sukuria stiprią, tamsiai žalią veją"", ""Padidina atsparumą sausrai, šalčiui, ligoms ir kenkėjams"", ""Gerina dirvožemio struktūrą ir skatina teigiamą dirvožemio gyvybingumą"", ""Nuolatinis maistinių medžiagų tiekimas per lėtai tirpstančias granules > 100 dienų"", ""Universalus naudojimas – neturi įtakos dirvožemio pH"", ""Puikus paskleidimo modelis su dulkių neturinčiomis mikrogranulėmis"", ""Slopina nepageidaujamų samanų ir piktžolių augimą"", ""Rudeninės trąšos All-In-One praturtintos augalų stiprinimo medžiagomis""]"
gid://shopify/Product/15448960631108,"[""Sudėtinės organinės-mineralinės trąšos NPK (Mg) 6-2-12 (+2)"", ""Stipri veja žiemą, rezultatai matomi iki pavasario"", ""Sukuria stiprią, tamsiai žalią veją"", ""Padidina atsparumą sausrai, šalčiui, ligoms ir kenkėjams"", ""Gerina dirvožemio struktūrą ir skatina teigiamą dirvožemio gyvybingumą"", ""Nuolatinis maistinių medžiagų tiekimas per lėtai tirpstančias granules > 100 dienų"", ""Universalus naudojimas – neturi įtakos dirvožemio pH"", ""Puikus paskleidimo modelis su dulkių neturinčiomis mikrogranulėmis"", ""Slopina nepageidaujamų samanų ir piktžolių augimą"", ""Rudeninės trąšos All-In-One praturtintos augalų stiprinimo medžiagomis""]"
gid://shopify/Product/15448960696644,"[""Organinės-mineralinės trąšos NPK (Mg) 9-2-7 (+3)"", ""Sodriai žalia, tvirta veja be samanų ir piktžolių"", ""Daug kalio vejai stiprinti"", ""Sudėtyje nėra geležies sulfato – nedėmi trinkelių ir takų"", ""Tvirta, sveika ir tanki veja"", ""Atsparumas sausrai, ligoms ir šalčiui"", ""Apsaugo nuo samanų ir piktžolių"", ""Beveik bekvapės ir sanitarizuotos, todėl neturi mikroorganizmų"", ""Puikus pasklidimas dėl mikrogranulių mišinio"", ""Iki 100 dienų pilnavertis maitinimas"", ""Papildytos magniu, kad veja būtų sodriai žalia"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Trąšos sujungtos su kalkėmis ir vejos stiprintojais""]"
gid://shopify/Product/15448960991556,"[""Organinės-mineralinės trąšos NPK (Mg) 9-2-7 (+3)"", ""Sodriai žalia, tvirta veja be samanų ir piktžolių"", ""Daug kalio vejai stiprinti"", ""Sudėtyje nėra geležies sulfato – nedėmi trinkelių ir takų"", ""Tvirta, sveika ir tanki veja"", ""Atsparumas sausrai, ligoms ir šalčiui"", ""Apsaugo nuo samanų ir piktžolių"", ""Beveik bekvapės ir sanitarizuotos, todėl neturi mikroorganizmų"", ""Puikus pasklidimas dėl mikrogranulių mišinio"", ""Iki 100 dienų pilnavertis maitinimas"", ""Papildytos magniu, kad veja būtų sodriai žalia"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Trąšos sujungtos su kalkėmis ir vejos stiprintojais""]"
gid://shopify/Product/15448961155396,"[""Sudėtinės organinės-mineralinės trąšos NPK (Mg) 6-2-12 (+2)"", ""Stipri veja žiemą, rezultatai matomi iki pavasario"", ""Sukuria stiprią, tamsiai žalią veją"", ""Padidina atsparumą sausrai, šalčiui, ligoms ir kenkėjams"", ""Gerina dirvožemio struktūrą ir skatina teigiamą dirvožemio gyvybingumą"", ""Nuolatinis maistinių medžiagų tiekimas per lėtai tirpstančias granules > 100 dienų"", ""Universalus naudojimas – neturi įtakos dirvožemio pH"", ""Puikus paskleidimo modelis su dulkių neturinčiomis mikrogranulėmis"", ""Slopina nepageidaujamų samanų ir piktžolių augimą"", ""Rudeninės trąšos All-In-One praturtintos augalų stiprinimo medžiagomis""]"
gid://shopify/Product/15448961319236,"[""Organinės-mineralinės trąšos NPK (Mg) 9-2-7 (+3)"", ""Sodriai žalia, tvirta veja be samanų ir piktžolių"", ""Daug kalio vejai stiprinti"", ""Sudėtyje nėra geležies sulfato – nedėmi trinkelių ir takų"", ""Tvirta, sveika ir tanki veja"", ""Atsparumas sausrai, ligoms ir šalčiui"", ""Apsaugo nuo samanų ir piktžolių"", ""Beveik bekvapės ir sanitarizuotos, todėl neturi mikroorganizmų"", ""Puikus pasklidimas dėl mikrogranulių mišinio"", ""Iki 100 dienų pilnavertis maitinimas"", ""Papildytos magniu, kad veja būtų sodriai žalia"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Trąšos sujungtos su kalkėmis ir vejos stiprintojais""]"
gid://shopify/Product/15448961909060,"[""Organinės-mineralinės trąšos NPK (Mg) 9-2-7 (+3)"", ""Sodriai žalia, tvirta veja be samanų ir piktžolių"", ""Daug kalio vejai stiprinti"", ""Sudėtyje nėra geležies sulfato – nedėmi trinkelių ir takų"", ""Tvirta, sveika ir tanki veja"", ""Atsparumas sausrai, ligoms ir šalčiui"", ""Apsaugo nuo samanų ir piktžolių"", ""Beveik bekvapės ir sanitarizuotos, todėl neturi mikroorganizmų"", ""Puikus pasklidimas dėl mikrogranulių mišinio"", ""Iki 100 dienų pilnavertis maitinimas"", ""Papildytos magniu, kad veja būtų sodriai žalia"", ""Gerina dirvožemio struktūrą ir veikia kaip dirvožemio aktyvatorius"", ""Trąšos sujungtos su kalkėmis ir vejos stiprintojais""]"
