GID,short_description
gid://shopify/Product/15448942346564,"[""Fertilizzante multi-nutriente organo-minerale NPK (Mg) 9-2-7 (+3)"", ""Per un prato verde intenso, robusto, senza erbacce e muschio"", ""Ricco di potassio per rafforzare il manto erboso"", ""Senza solfato di ferro - non macchia"", ""Assicura un manto erboso forte, sano e denso"", ""Aumenta la resistenza alla siccità, alle malattie e al gelo"", ""Ostacola la crescita indesiderata di muschio ed erbacce"", ""Praticamente inodore e privo di germi grazie alla sanificazione"", ""Ottima spargibilità grazie alla miscela microgranulare priva di polvere"", ""Fornisce fino a 100 giorni di nutrizione completa"", ""Arricchito con magnesio per un colore dell'erba verde intenso"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Fertilizzante Tutto-In-Uno con calce e rinforzanti per l'erba""]"
gid://shopify/Product/15448942903620,"[""Fertilizzante organo-minerale composto NPK (Mg) 8+4+5 (+2)"", ""Migliora la bellezza delle piante, con colori più intensi e più fiori"", ""Goditi frutti più abbondanti e gustosi"", ""Influenza positivamente la formazione di frutti, tuberi e bulbi"", ""Migliora la qualità in termini di gusto, colore, fragranza e durata di conservazione"", ""Migliora la struttura del suolo e stimola organismi del suolo benefici"", ""Fornisce un'apporto costante di nutrienti attraverso granuli a rilascio lento per oltre 100 giorni"", ""Universalmente applicabile - non influisce sull'acidità del suolo"", ""Eccellenti caratteristiche di spargimento con microgranuli privi di polvere"", ""Aumenta la resilienza contro siccità, gelo, malattie e parassiti"", ""Fertilizzante Tutto-In-Uno arricchito con potenziatori di piante"", ""Per risultati ottimali in giardini ornamentali e orti""]"
gid://shopify/Product/15448947294532,"[""NPK 6-3-2 fertilizzante naturale e puro a base vegetale"", ""100% libero da prodotti animali come letame, farina di ossa o farina di sangue"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Profumo gradevole e adatto per uso interno ed esterno"", ""100% biologico, senza OGM, puramente vegetale e rispettoso dell'ambiente"", ""Privi di patogeni; nessun patogeno, muffe indesiderate o batteri"", ""Alta capacità di assorbimento dell'umidità e ricco di sostanza organica"", ""Azione rapida con un rilascio di fertilizzante consistente attraverso granuli a rilascio lento"", ""Eccellenti caratteristiche di spargimento con granuli privi di polvere da 2-5 mm"", ""Nutrizione vegetale completa, contenente tutti i nutrienti essenziali"", ""Fertilizzante universale sostenibile adatto a tutti i tipi di piante, colture e suoli""]"
gid://shopify/Product/15448947949892,"[""Migliora la struttura del suolo e la fertilità del suolo"", ""NPK 2-2-3, ricco di magnesio, calcio, acidi umici e acidi fulvici"", ""Minerali aggiuntivi e oligoelementi dalla farina di lava"", ""Realizzato con il 100% di puro letame di vacca"", ""Quasi inodore grazie all'igienizzazione e 100% libero da semi di erbacce"", ""Privi di patogeni; nessun patogeno, muffe indesiderate o batteri"", ""Effetto fertilizzante costante attraverso pellet a rilascio lento > 120 giorni"", ""Minimo dilavamento degli elementi minerali grazie all'alto contenuto organico di azoto legato"", ""Nessuna bruciatura delle foglie a causa del contenuto molto basso di ammoniaca"", ""Contiene nutrienti importanti e circa il 60% di sostanza organica"", ""Pellet ben solubili e privi di polvere con un eccellente modello di distribuzione"", ""Utilizzabile in tutte le stagioni, eccetto in caso di gelo del suolo"", ""Fertilizzante per piante e attivatore del suolo tuttofare perfetto""]"
gid://shopify/Product/15448948146500,"[""Migliora la struttura del suolo e la fertilità del suolo"", ""NPK 2-2-3, ricco di magnesio, calcio, acidi umici e acidi fulvici"", ""Minerali aggiuntivi e oligoelementi dalla farina di lava"", ""Realizzato con il 100% di puro letame di vacca"", ""Quasi inodore grazie all'igienizzazione e 100% libero da semi di erbacce"", ""Privi di patogeni; nessun patogeno, muffe indesiderate o batteri"", ""Effetto fertilizzante costante attraverso pellet a rilascio lento > 120 giorni"", ""Minimo dilavamento degli elementi minerali grazie all'alto contenuto organico di azoto legato"", ""Nessuna bruciatura delle foglie a causa del contenuto molto basso di ammoniaca"", ""Contiene nutrienti importanti e circa il 60% di sostanza organica"", ""Pellet ben solubili e privi di polvere con un eccellente modello di distribuzione"", ""Utilizzabile in tutte le stagioni, eccetto in caso di gelo del suolo"", ""Fertilizzante per piante e attivatore del suolo tuttofare perfetto""]"
gid://shopify/Product/15448949489988,"[""Fertilizzante organo-minerale composto NPK 9-2-7"", ""Fertilizzante adatto per pascoli di cavalli"", ""Altamente adatto anche per pascoli di pecore, capre e animali da hobby"", ""Risultato in erba/alimento di alta qualità e palatabile"", ""Promuove un raccolto sano e strutturato"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Crescita costante attraverso microgranuli a rilascio lento con una durata di oltre 120 giorni"", ""Rende l'erba più resistente alla siccità, malattie e stress"", ""Il fertilizzante penetra rapidamente nel suolo, prevenendo il consumo da parte degli animali"", ""Applicabile in qualsiasi stagione, eccetto durante il gelo del terreno"", ""Minerali aggiuntivi e oligoelementi aggiunti dalla cenere vulcanica"", ""Fertilizzante tutto-in-uno perfetto per pascoli""]"
gid://shopify/Product/15448949817668,"[""Aumenta il valore pH del suolo"", ""Riduce muschio e infestanti"", ""Buono per la vita e la struttura del suolo"", ""Calce a 4 stagioni: può essere applicata tutto l'anno"", ""Assicura una formazione ottimale delle radici e un suolo fertile"", ""Radici più forti e robuste"", ""Granulato privo di polvere, non viene lavato via e ha un ottimo modello di diffusione"", ""Il magnesio assicura un bel colore verde scuro di prati e piante"", ""Fornisce energia indiretta attraverso una fotosintesi ottimale e la fertilità del suolo"", ""Per prati e piante più belli, freschi e sani"", ""Buona assorbimento di nutrienti, come azoto, potassio e magnesio.""]"
gid://shopify/Product/15448951062852,"[""Fertilizzante organo-minerale composto NPK 9-2-7"", ""Fertilizzante adatto per pascoli di cavalli"", ""Altamente adatto anche per pascoli di pecore, capre e animali da hobby"", ""Risultato in erba/alimento di alta qualità e palatabile"", ""Promuove un raccolto sano e strutturato"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Crescita costante attraverso microgranuli a rilascio lento con una durata di oltre 120 giorni"", ""Rende l'erba più resistente alla siccità, malattie e stress"", ""Il fertilizzante penetra rapidamente nel suolo, prevenendo il consumo da parte degli animali"", ""Applicabile in qualsiasi stagione, eccetto durante il gelo del terreno"", ""Minerali aggiuntivi e oligoelementi aggiunti dalla cenere vulcanica"", ""Fertilizzante tutto-in-uno perfetto per pascoli""]"
gid://shopify/Product/15448953422148,"[""Fertilizzante organo-minerale composto NPK 9-2-7"", ""Fertilizzante adatto per pascoli di cavalli"", ""Altamente adatto anche per pascoli di pecore, capre e animali da hobby"", ""Risultato in erba/alimento di alta qualità e palatabile"", ""Promuove un raccolto sano e strutturato"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Crescita costante attraverso microgranuli a rilascio lento con una durata di oltre 120 giorni"", ""Rende l'erba più resistente alla siccità, malattie e stress"", ""Il fertilizzante penetra rapidamente nel suolo, prevenendo il consumo da parte degli animali"", ""Applicabile in qualsiasi stagione, eccetto durante il gelo del terreno"", ""Minerali aggiuntivi e oligoelementi aggiunti dalla cenere vulcanica"", ""Fertilizzante tutto-in-uno perfetto per pascoli""]"
gid://shopify/Product/15448953979204,"[""Fertilizzante organo-minerale composto NPK 9-2-7"", ""Fertilizzante adatto per pascoli di cavalli"", ""Altamente adatto anche per pascoli di pecore, capre e animali da hobby"", ""Risultato in erba/alimento di alta qualità e palatabile"", ""Promuove un raccolto sano e strutturato"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Crescita costante attraverso microgranuli a rilascio lento con una durata di oltre 120 giorni"", ""Rende l'erba più resistente alla siccità, malattie e stress"", ""Il fertilizzante penetra rapidamente nel suolo, prevenendo il consumo da parte degli animali"", ""Applicabile in qualsiasi stagione, eccetto durante il gelo del terreno"", ""Minerali aggiuntivi e oligoelementi aggiunti dalla cenere vulcanica"", ""Fertilizzante tutto-in-uno perfetto per pascoli""]"
gid://shopify/Product/15448954503492,"[""Fertilizzante organo-minerale composto NPK (Mg) 6-2-12 (+2)"", ""Erba forte in inverno, risultati belli visibili fino alla primavera"", ""Risultato in un prato forte, di un verde scuro intenso"", ""Migliora la resilienza contro siccità, gelo, malattie e parassiti"", ""Migliora la struttura del suolo e promuove una vita del suolo positiva"", ""Fornitura continua di nutrienti attraverso granuli a rilascio lento > 100 giorni"", ""Universalmente applicabile – non influisce sul pH del suolo"", ""Ottimo modello di distribuzione con microgranuli privi di polvere"", ""Sopprime la crescita indesiderata di muschio ed erbacce"", ""Il Fertilizzante Autunnale Tutto-In-Uno è arricchito con rinforzanti per piante""]"
gid://shopify/Product/15448956797252,"[""Fertilizzante organo-minerale composto NPK 9-2-7"", ""Fertilizzante adatto per pascoli di cavalli"", ""Altamente adatto anche per pascoli di pecore, capre e animali da hobby"", ""Risultato in erba/alimento di alta qualità e palatabile"", ""Promuove un raccolto sano e strutturato"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Crescita costante attraverso microgranuli a rilascio lento con una durata di oltre 120 giorni"", ""Rende l'erba più resistente alla siccità, malattie e stress"", ""Il fertilizzante penetra rapidamente nel suolo, prevenendo il consumo da parte degli animali"", ""Applicabile in qualsiasi stagione, eccetto durante il gelo del terreno"", ""Minerali aggiuntivi e oligoelementi aggiunti dalla cenere vulcanica"", ""Fertilizzante tutto-in-uno perfetto per pascoli""]"
gid://shopify/Product/15448958894404,"[""Fertilizzante organo-minerale composto NPK 9-2-7"", ""Fertilizzante adatto per pascoli di cavalli"", ""Altamente adatto anche per pascoli di pecore, capre e animali da hobby"", ""Risultato in erba/alimento di alta qualità e palatabile"", ""Promuove un raccolto sano e strutturato"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Crescita costante attraverso microgranuli a rilascio lento con una durata di oltre 120 giorni"", ""Rende l'erba più resistente alla siccità, malattie e stress"", ""Il fertilizzante penetra rapidamente nel suolo, prevenendo il consumo da parte degli animali"", ""Applicabile in qualsiasi stagione, eccetto durante il gelo del terreno"", ""Minerali aggiuntivi e oligoelementi aggiunti dalla cenere vulcanica"", ""Fertilizzante tutto-in-uno perfetto per pascoli""]"
gid://shopify/Product/15448960172356,"[""Fertilizzante organo-minerale composto NPK (Mg) 6-2-12 (+2)"", ""Erba forte in inverno, risultati belli visibili fino alla primavera"", ""Risultato in un prato forte, di un verde scuro intenso"", ""Migliora la resilienza contro siccità, gelo, malattie e parassiti"", ""Migliora la struttura del suolo e promuove una vita del suolo positiva"", ""Fornitura continua di nutrienti attraverso granuli a rilascio lento > 100 giorni"", ""Universalmente applicabile – non influisce sul pH del suolo"", ""Ottimo modello di distribuzione con microgranuli privi di polvere"", ""Sopprime la crescita indesiderata di muschio ed erbacce"", ""Il Fertilizzante Autunnale Tutto-In-Uno è arricchito con rinforzanti per piante""]"
gid://shopify/Product/15448960303428,"[""Fertilizzante organo-minerale composto NPK (Mg) 6-2-12 (+2)"", ""Erba forte in inverno, risultati belli visibili fino alla primavera"", ""Risultato in un prato forte, di un verde scuro intenso"", ""Migliora la resilienza contro siccità, gelo, malattie e parassiti"", ""Migliora la struttura del suolo e promuove una vita del suolo positiva"", ""Fornitura continua di nutrienti attraverso granuli a rilascio lento > 100 giorni"", ""Universalmente applicabile – non influisce sul pH del suolo"", ""Ottimo modello di distribuzione con microgranuli privi di polvere"", ""Sopprime la crescita indesiderata di muschio ed erbacce"", ""Il Fertilizzante Autunnale Tutto-In-Uno è arricchito con rinforzanti per piante""]"
gid://shopify/Product/15448960565572,"[""Fertilizzante organo-minerale composto NPK (Mg) 6-2-12 (+2)"", ""Erba forte in inverno, risultati belli visibili fino alla primavera"", ""Risultato in un prato forte, di un verde scuro intenso"", ""Migliora la resilienza contro siccità, gelo, malattie e parassiti"", ""Migliora la struttura del suolo e promuove una vita del suolo positiva"", ""Fornitura continua di nutrienti attraverso granuli a rilascio lento > 100 giorni"", ""Universalmente applicabile – non influisce sul pH del suolo"", ""Ottimo modello di distribuzione con microgranuli privi di polvere"", ""Sopprime la crescita indesiderata di muschio ed erbacce"", ""Il Fertilizzante Autunnale Tutto-In-Uno è arricchito con rinforzanti per piante""]"
gid://shopify/Product/15448960631108,"[""Fertilizzante organo-minerale composto NPK (Mg) 6-2-12 (+2)"", ""Erba forte in inverno, risultati belli visibili fino alla primavera"", ""Risultato in un prato forte, di un verde scuro intenso"", ""Migliora la resilienza contro siccità, gelo, malattie e parassiti"", ""Migliora la struttura del suolo e promuove una vita del suolo positiva"", ""Fornitura continua di nutrienti attraverso granuli a rilascio lento > 100 giorni"", ""Universalmente applicabile – non influisce sul pH del suolo"", ""Ottimo modello di distribuzione con microgranuli privi di polvere"", ""Sopprime la crescita indesiderata di muschio ed erbacce"", ""Il Fertilizzante Autunnale Tutto-In-Uno è arricchito con rinforzanti per piante""]"
gid://shopify/Product/15448960696644,"[""Fertilizzante multi-nutriente organo-minerale NPK (Mg) 9-2-7 (+3)"", ""Per un prato verde intenso, robusto, senza erbacce e muschio"", ""Ricco di potassio per rafforzare il manto erboso"", ""Senza solfato di ferro - non macchia"", ""Assicura un manto erboso forte, sano e denso"", ""Aumenta la resistenza alla siccità, alle malattie e al gelo"", ""Ostacola la crescita indesiderata di muschio ed erbacce"", ""Praticamente inodore e privo di germi grazie alla sanificazione"", ""Ottima spargibilità grazie alla miscela microgranulare priva di polvere"", ""Fornisce fino a 100 giorni di nutrizione completa"", ""Arricchito con magnesio per un colore dell'erba verde intenso"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Fertilizzante Tutto-In-Uno con calce e rinforzanti per l'erba""]"
gid://shopify/Product/15448960991556,"[""Fertilizzante multi-nutriente organo-minerale NPK (Mg) 9-2-7 (+3)"", ""Per un prato verde intenso, robusto, senza erbacce e muschio"", ""Ricco di potassio per rafforzare il manto erboso"", ""Senza solfato di ferro - non macchia"", ""Assicura un manto erboso forte, sano e denso"", ""Aumenta la resistenza alla siccità, alle malattie e al gelo"", ""Ostacola la crescita indesiderata di muschio ed erbacce"", ""Praticamente inodore e privo di germi grazie alla sanificazione"", ""Ottima spargibilità grazie alla miscela microgranulare priva di polvere"", ""Fornisce fino a 100 giorni di nutrizione completa"", ""Arricchito con magnesio per un colore dell'erba verde intenso"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Fertilizzante Tutto-In-Uno con calce e rinforzanti per l'erba""]"
gid://shopify/Product/15448961155396,"[""Fertilizzante organo-minerale composto NPK (Mg) 6-2-12 (+2)"", ""Erba forte in inverno, risultati belli visibili fino alla primavera"", ""Risultato in un prato forte, di un verde scuro intenso"", ""Migliora la resilienza contro siccità, gelo, malattie e parassiti"", ""Migliora la struttura del suolo e promuove una vita del suolo positiva"", ""Fornitura continua di nutrienti attraverso granuli a rilascio lento > 100 giorni"", ""Universalmente applicabile – non influisce sul pH del suolo"", ""Ottimo modello di distribuzione con microgranuli privi di polvere"", ""Sopprime la crescita indesiderata di muschio ed erbacce"", ""Il Fertilizzante Autunnale Tutto-In-Uno è arricchito con rinforzanti per piante""]"
gid://shopify/Product/15448961319236,"[""Fertilizzante multi-nutriente organo-minerale NPK (Mg) 9-2-7 (+3)"", ""Per un prato verde intenso, robusto, senza erbacce e muschio"", ""Ricco di potassio per rafforzare il manto erboso"", ""Senza solfato di ferro - non macchia"", ""Assicura un manto erboso forte, sano e denso"", ""Aumenta la resistenza alla siccità, alle malattie e al gelo"", ""Ostacola la crescita indesiderata di muschio ed erbacce"", ""Praticamente inodore e privo di germi grazie alla sanificazione"", ""Ottima spargibilità grazie alla miscela microgranulare priva di polvere"", ""Fornisce fino a 100 giorni di nutrizione completa"", ""Arricchito con magnesio per un colore dell'erba verde intenso"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Fertilizzante Tutto-In-Uno con calce e rinforzanti per l'erba""]"
gid://shopify/Product/15448961909060,"[""Fertilizzante multi-nutriente organo-minerale NPK (Mg) 9-2-7 (+3)"", ""Per un prato verde intenso, robusto, senza erbacce e muschio"", ""Ricco di potassio per rafforzare il manto erboso"", ""Senza solfato di ferro - non macchia"", ""Assicura un manto erboso forte, sano e denso"", ""Aumenta la resistenza alla siccità, alle malattie e al gelo"", ""Ostacola la crescita indesiderata di muschio ed erbacce"", ""Praticamente inodore e privo di germi grazie alla sanificazione"", ""Ottima spargibilità grazie alla miscela microgranulare priva di polvere"", ""Fornisce fino a 100 giorni di nutrizione completa"", ""Arricchito con magnesio per un colore dell'erba verde intenso"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Fertilizzante Tutto-In-Uno con calce e rinforzanti per l'erba""]"
gid://shopify/Product/15448964104516,"[""Fertilizzante multi-nutriente organo-minerale NPK (Mg) 9-2-7 (+3)"", ""Per un prato verde intenso, robusto, senza erbacce e muschio"", ""Ricco di potassio per rafforzare il manto erboso"", ""Senza solfato di ferro - non macchia"", ""Assicura un manto erboso forte, sano e denso"", ""Aumenta la resistenza alla siccità, alle malattie e al gelo"", ""Ostacola la crescita indesiderata di muschio ed erbacce"", ""Praticamente inodore e privo di germi grazie alla sanificazione"", ""Ottima spargibilità grazie alla miscela microgranulare priva di polvere"", ""Fornisce fino a 100 giorni di nutrizione completa"", ""Arricchito con magnesio per un colore dell'erba verde intenso"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Fertilizzante Tutto-In-Uno con calce e rinforzanti per l'erba""]"
gid://shopify/Product/15448964202820,"[""Fertilizzante multi-nutriente organo-minerale NPK (Mg) 9-2-7 (+3)"", ""Per un prato verde intenso, robusto, senza erbacce e muschio"", ""Ricco di potassio per rafforzare il manto erboso"", ""Senza solfato di ferro - non macchia"", ""Assicura un manto erboso forte, sano e denso"", ""Aumenta la resistenza alla siccità, alle malattie e al gelo"", ""Ostacola la crescita indesiderata di muschio ed erbacce"", ""Praticamente inodore e privo di germi grazie alla sanificazione"", ""Ottima spargibilità grazie alla miscela microgranulare priva di polvere"", ""Fornisce fino a 100 giorni di nutrizione completa"", ""Arricchito con magnesio per un colore dell'erba verde intenso"", ""Migliora la struttura del suolo e funge da attivatore del suolo"", ""Fertilizzante Tutto-In-Uno con calce e rinforzanti per l'erba""]"
gid://shopify/Product/15448964661572,"[""Fertilizzante organo-minerale composto NPK (Mg) 8+4+5 (+2)"", ""Migliora la bellezza delle piante, con colori più intensi e più fiori"", ""Goditi frutti più abbondanti e gustosi"", ""Influenza positivamente la formazione di frutti, tuberi e bulbi"", ""Migliora la qualità in termini di gusto, colore, fragranza e durata di conservazione"", ""Migliora la struttura del suolo e stimola organismi del suolo benefici"", ""Fornisce un'apporto costante di nutrienti attraverso granuli a rilascio lento per oltre 100 giorni"", ""Universalmente applicabile - non influisce sull'acidità del suolo"", ""Eccellenti caratteristiche di spargimento con microgranuli privi di polvere"", ""Aumenta la resilienza contro siccità, gelo, malattie e parassiti"", ""Fertilizzante Tutto-In-Uno arricchito con potenziatori di piante"", ""Per risultati ottimali in giardini ornamentali e orti""]"
