GID,metatitle,metadescription
gid://shopify/Product/15448989466948,Vápenné hnojivo s hořčíkem (20 kg – na 400 m2),Toto unikátní vápenné hnojivo pro všechny roční období od Organifer je obohaceno o hořčík. Je ideální pro ochranu vaší půdy před přílišnou kyselostí.
gid://shopify/Product/15448990449988,Vápenné hnojivo s hořčíkem (Velký pytel 1200 kg - na 24.000 m2),Toto unikátní vápenné hnojivo pro všechny roční období od Organifer je obohaceno o hořčík. Je ideální pro ochranu vaší půdy před přílišnou kyselostí.
gid://shopify/Product/15448990482756,Vápenné hnojivo s hořčíkem (Velký pytel 600 kg - na 12 000 m2),Toto unikátní vápenné hnojivo pro všechny roční období od Organifer je obohaceno o hořčík. Je ideální pro ochranu vaší půdy před přílišnou kyselostí.
gid://shopify/Product/15448992776516,Vápenné hnojivo s hořčíkem (10x = 200 kg – na 4.000 m2),Toto unikátní vápenné hnojivo pro všechny roční období od Organifer je obohaceno o hořčík. Je ideální pro ochranu vaší půdy před přílišnou kyselostí.
gid://shopify/Product/15448993268036,Vápenné hnojivo s hořčíkem (40x = 800 kg - na 16.000 m2),Toto unikátní vápenné hnojivo pro všechny roční období od Organifer je obohaceno o hořčík. Je ideální pro ochranu vaší půdy před přílišnou kyselostí.
gid://shopify/Product/15448996413764,Vápenné hnojivo s hořčíkem (20x = 400 kg - na 8.000 m2),Toto unikátní vápenné hnojivo pro všechny roční období od Organifer je obohaceno o hořčík. Je ideální pro ochranu vaší půdy před přílišnou kyselostí.
gid://shopify/Product/15448997003588,Lávová moučka z prvohorní horniny Eifel (480 kg - pro 4800 m2),Ve spolupráci s odborníky na půdu byla vyvinuta jedinečná lávová moučka s nejvyšší koncentrací minerálů na trhu a nejlepšími zpracovatelskými vlastnostmi.
gid://shopify/Product/15449001001284,Vápenné hnojivo s hořčíkem (5 kg – na 100 m2),Toto unikátní vápenné hnojivo pro všechny roční období od Organifer je obohaceno o hořčík. Je ideální pro ochranu vaší půdy před přílišnou kyselostí.
gid://shopify/Product/15449001820484,Tekuté hnojivo pro růstovou fázi - Amino Power 250 ml - pro 125 l,Kapalné hnojivo pro růstovou fázi - Amino Power je kompletní hnojivo speciálně určené pro růstovou fázi každé rostliny a plodiny (fáze 1).
gid://shopify/Product/15449001951556,Tekuté hnojivo pro růstovou fázi - Amino Power 500 ml - pro 250 l,Kapalné hnojivo pro růstovou fázi - Amino Power je kompletní hnojivo speciálně určené pro růstovou fázi každé rostliny a plodiny (fáze 1).
gid://shopify/Product/15449002344772,Tekuté hnojivo pro růstovou fázi - Amino Power 1000 ml - pro 500 l,Kapalné hnojivo pro růstovou fázi - Amino Power je kompletní hnojivo speciálně určené pro růstovou fázi každé rostliny a plodiny (fáze 1).
gid://shopify/Product/15449003622724,Tekuté hnojivo pro fázi kvetení - Iron Power - 500 ml - pro 250 l,"Tekuté hnojivo pro fázi kvetení - Iron Power je vysoce koncentrované, navržené pro fázi kvetení rostliny. Obsahuje všechny esenciální prvky pro optimální."
gid://shopify/Product/15449003655492,Tekuté hnojivo pro fázi kvetení - Iron Power - 250 ml - pro 125 l,"Tekuté hnojivo pro fázi kvetení - Iron Power je vysoce koncentrované, navržené pro fázi kvetení rostliny. Obsahuje všechny esenciální prvky pro optimální."
gid://shopify/Product/15449003884868,Tekuté hnojivo pro fázi kvetení - Iron Power - 1000 ml - for 500 l,"Tekuté hnojivo pro fázi kvetení - Iron Power je vysoce koncentrované, navržené pro fázi kvetení rostliny. Obsahuje všechny esenciální prvky pro optimální."
gid://shopify/Product/15449004114244,Stimulátor kořenů - Roots Power Koncentrát - 250 ml,Stimulátor kořenů - Roots Power Koncentrát je vysoce koncentrovaný organický stimulátor kořenů. Tento stimulátor zajišťuje rychlý a energický vývoj kořenů.
gid://shopify/Product/15449005195588,Buxus Vital 250 ml - Koncentrát pro 25 metrů buxusového,Koncentrát Buxus Vital pomáhá vašemu buxusu přirozeně posilovat jeho odolnost a vitalitu o 100 %. Tím získáte silnější a zdravější buxus.
gid://shopify/Product/15449005556036,Stimulátor kořenů - Roots Power Koncentrát - 500 ml,Stimulátor kořenů - Roots Power Koncentrát je vysoce koncentrovaný organický stimulátor kořenů. Tento stimulátor zajišťuje rychlý a energický vývoj kořenů.
gid://shopify/Product/15449005588804,Stimulátor kořenů - Roots Power Koncentrát - 1000 ml,Stimulátor kořenů - Roots Power Koncentrát je vysoce koncentrovaný organický stimulátor kořenů. Tento stimulátor zajišťuje rychlý a energický vývoj kořenů.
gid://shopify/Product/15449005687108,Buxus Vital 500 ml - Koncentrát pro 50 metru buxus,Koncentrát Buxus Vital pomáhá vašemu buxusu přirozeně posilovat jeho odolnost a vitalitu o 100 %. Tím získáte silnější a zdravější buxus.
gid://shopify/Product/15449006833988,Buxus Vital 1000 ml - Koncentrát pro 100 metrů buxuso,Koncentrát Buxus Vital pomáhá vašemu buxusu přirozeně posilovat jeho odolnost a vitalitu o 100 %. Tím získáte silnější a zdravější buxus.
gid://shopify/Product/15449006899524,Prevence proti slimákům 500 ml – Koncentrát pro 500 m2,"Koncentrát pro prevenci proti slimákům lze použít v případě nadměrného obtěžování ze strany slimáků, housenek, pastvy divoké zvěře a poškození ptáky."
gid://shopify/Product/15449007391044,Prevence proti slimákům 250 ml – Koncentrát pro 250 m2,"Koncentrát pro prevenci proti slimákům lze použít v případě nadměrného obtěžování ze strany slimáků, housenek, pastvy divoké zvěře a poškození ptáky."
gid://shopify/Product/15449007489348,Prevence proti slimákům 1000 ml – Koncentrát pro 1000 m2,"Koncentrát pro prevenci proti slimákům lze použít v případě nadměrného obtěžování ze strany slimáků, housenek, pastvy divoké zvěře a poškození ptáky."
gid://shopify/Product/15449009422660,Koncentrát Phytophthora – 250 ml na 250 m2,Koncentrát Phytophthora se skládá ze specifických koncentrátů bylin a je bezpečný pro lidi. Produkt podporuje přirozenou schopnost rostlin se regenerovat.
gid://shopify/Product/15449013256516,Koncentrát Phytophthora – 500 ml na 500 m2,Koncentrát Phytophthora se skládá ze specifických koncentrátů bylin a je bezpečný pro lidi. Produkt podporuje přirozenou schopnost rostlin se regenerovat.
gid://shopify/Product/15449013289284,Koncentrát Phytophthora – 1000 ml na 1000 m2,Koncentrát Phytophthora se skládá ze specifických koncentrátů bylin a je bezpečný pro lidi. Produkt podporuje přirozenou schopnost rostlin se regenerovat.
gid://shopify/Product/15449013322052,Nematody – Koncentrát půdních nematod – 250 ml na 250 m2,"Přírodně chrání rostliny proti různým škodlivým půdním nematodám, jako jsou růžové nematody (které způsobují únavu růží)."
gid://shopify/Product/15449014174020,Nematody – Koncentrát půdních nematod – 500ml na 500 m2,"Přírodně chrání rostliny proti různým škodlivým půdním nematodám, jako jsou růžové nematody (které způsobují únavu růží)."
gid://shopify/Product/15449015025988,Koncentrát proti hmyzu na trávník - 500 ml na 125 m2,"Koncentrát proti hmyzu na trávník poskytuje nepřímý repelentní účinek proti přítomnosti larv květnatců (larvy mnoha druhů brouků, jako jsou květník májový)."
gid://shopify/Product/15449015058756,Koncentrát proti hmyzu na trávník - 250 ml na 62 m2,"Koncentrát proti hmyzu na trávník poskytuje nepřímý repelentní účinek proti přítomnosti larv květnatců (larvy mnoha druhů brouků, jako jsou květník májový)."
gid://shopify/Product/15449015091524,Koncentrát půdních hub – 250 ml na 250 m2,Koncentrát půdních hub obsahuje vysoce koncentrovanou směs specificky působících bylinných koncentrátů a nabízí preventivní ochranu proti půdním houbám.
gid://shopify/Product/15449015550276,Nematody – Koncentrát půdních nematod – 1000 ml na 1000 m2,"Přírodně chrání rostliny proti různým škodlivým půdním nematodám, jako jsou růžové nematody (které způsobují únavu růží)."
gid://shopify/Product/15449017286980,Koncentrát půdních hub – 500 ml na 500 m2,Koncentrát půdních hub obsahuje vysoce koncentrovanou směs specificky působících bylinných koncentrátů a nabízí preventivní ochranu proti půdním houbám.
gid://shopify/Product/15449017483588,Koncentrát proti hmyzu na trávník - 1000 ml na 250 m2,"Koncentrát proti hmyzu na trávník poskytuje nepřímý repelentní účinek proti přítomnosti larv květnatců (larvy mnoha druhů brouků, jako jsou květník májový)."
gid://shopify/Product/15449017516356,Koncentrát půdních hub – 1000 ml na 1000 m2,Koncentrát půdních hub obsahuje vysoce koncentrovanou směs specificky působících bylinných koncentrátů a nabízí preventivní ochranu proti půdním houbám.
gid://shopify/Product/15449017581892,Koncentrát proti půdnímu hmyzu – 1000 ml na 1000 m2,Koncentrát proti půdnímu hmyzu je složen ze specifických bylinných extraktů a slouží jako preventivní prostředek proti půdnímu hmyzu.
gid://shopify/Product/15449019416900,Koncentrát proti půdnímu hmyzu – 250 ml na 250 m2,Koncentrát proti půdnímu hmyzu je složen ze specifických bylinných extraktů a slouží jako preventivní prostředek proti půdnímu hmyzu.
gid://shopify/Product/15449021153604,Koncentrát proti půdnímu hmyzu – 500 ml na 500 m2,Koncentrát proti půdnímu hmyzu je složen ze specifických bylinných extraktů a slouží jako preventivní prostředek proti půdnímu hmyzu.
gid://shopify/Product/15449022005572,Koncentrát proti listovým chorobám – 500 ml na 500 m2,"Koncentrát proti listovým chorobám Bladziekten obsahuje směs specificky fungujících (netoxických) bylinných extraktů, které posilují rostliny."
gid://shopify/Product/15449022628164,Koncentrát proti listovému hmyzu – 250 ml na 250 m2,"Koncentrát proti listovému hmyzu má nepřímý a preventivní účinek ve vyhánění přirozených agresorů, jako jsou mšice, štítenky, kořenové vši, moučnatky."
gid://shopify/Product/15449024201028,Koncentrát proti listovým chorobám – 250 ml na 250 m2,"Koncentrát proti listovým chorobám Bladziekten obsahuje směs specificky fungujících (netoxických) bylinných extraktů, které posilují rostliny."
gid://shopify/Product/15449024692548,Koncentrát proti listovým chorobám – 1000 ml na 1000 m2,"Koncentrát proti listovým chorobám Bladziekten obsahuje směs specificky fungujících (netoxických) bylinných extraktů, které posilují rostliny."
gid://shopify/Product/15449026199876,Koncentrát proti listovému hmyzu – 1000 ml na 1000 m2,"Koncentrát proti listovému hmyzu má nepřímý a preventivní účinek ve vyhánění přirozených agresorů, jako jsou mšice, štítenky, kořenové vši, moučnatky."
gid://shopify/Product/15449026724164,Bazaltová moučka pro zlepšení jílovité půdy (20 kg – pro 200 m2),Bazaltová moučka pro zlepšení jílovité půdy je vysoce účinná . Je charakterizována mimořádně vysokými elektromagnetickými hodnotami.
gid://shopify/Product/15449027051844,Koncentrát proti listovému hmyzu – 500 ml na 500 m2,"Koncentrát proti listovému hmyzu má nepřímý a preventivní účinek ve vyhánění přirozených agresorů, jako jsou mšice, štítenky, kořenové vši, moučnatky."
gid://shopify/Product/15449027084612,Bazaltová moučka pro zlepšení jílovité půdy (240 kg),Bazaltová moučka pro zlepšení jílovité půdy je vysoce účinná . Je charakterizována mimořádně vysokými elektromagnetickými hodnotami.
gid://shopify/Product/15449028133188,Bazaltová moučka pro zlepšení jílovité půdy (960 kg),Bazaltová moučka pro zlepšení jílovité půdy je vysoce účinná . Je charakterizována mimořádně vysokými elektromagnetickými hodnotami.
gid://shopify/Product/15449028264260,Bazaltová moučka pro zlepšení jílovité půdy (480 kg),Bazaltová moučka pro zlepšení jílovité půdy je vysoce účinná . Je charakterizována mimořádně vysokými elektromagnetickými hodnotami.
gid://shopify/Product/15449028395332,Lávová drť z prvohorní horniny Eifel (12x – 240 kg – pro 2.400 m2),Lávová drť z prvohorní horniny Eifel je nejkvalitnější dostupná lávová drť na trhu. Jedná se o půdní kondicionér s nejvyšší koncentrací minerálů.
gid://shopify/Product/15449028723012,Lávová drť z prvohorní horniny Eifel (1000 kg – pro 10.000 m2),Lávová drť z prvohorní horniny Eifel je nejkvalitnější dostupná lávová drť na trhu. Jedná se o půdní kondicionér s nejvyšší koncentrací minerálů.
gid://shopify/Product/15449028755780,Lávová drť z prvohorní horniny Eifel (25x – 500 kg – pro 5.000 m2),Lávová drť z prvohorní horniny Eifel je nejkvalitnější dostupná lávová drť na trhu. Jedná se o půdní kondicionér s nejvyšší koncentrací minerálů.
gid://shopify/Product/15449028886852,Semeno okrasné trávy – Elegant (1 kg na 50 m2),"Semeno okrasné trávy – Elegant bylo vyvinuto pro ty, kteří požadují vysokou estetickou hodnotu. Použité druhy lipnice zajišťují hustý a jemnolistý trávník."
gid://shopify/Product/15449030558020,Semeno okrasné trávy – Elegant (5 kg na 250 m2),"Semeno okrasné trávy – Elegant bylo vyvinuto pro ty, kteří požadují vysokou estetickou hodnotu. Použité druhy lipnice zajišťují hustý a jemnolistý trávník."
gid://shopify/Product/15449031049540,Lávová drť z prvohorní horniny Eifel (20 kg pro 200 m2),Lávová drť z prvohorní horniny Eifel je nejkvalitnější dostupná lávová drť na trhu. Jedná se o půdní kondicionér s nejvyšší koncentrací minerálů.
gid://shopify/Product/15449033376068,Opravné trávníkové semeno – Odolné (5 kg na 250 m2),Opravné trávníkové semeno – Odolné perfektní a dosévání všech typů trávníků. Jeho extrémně rychlá klíčivost a zakořenění v existujícím trávníku.
gid://shopify/Product/15449033408836,Semeno okrasné trávy – Elegant (15 kg na 750 m2),"Semeno okrasné trávy – Elegant bylo vyvinuto pro ty, kteří požadují vysokou estetickou hodnotu. Použité druhy lipnice zajišťují hustý a jemnolistý trávník."
gid://shopify/Product/15449033933124,Opravné trávníkové semeno – Odolné (1 kg na 50 m2),Opravné trávníkové semeno – Odolné perfektní a dosévání všech typů trávníků. Jeho extrémně rychlá klíčivost a zakořenění v existujícím trávníku.
gid://shopify/Product/15449036325188,Pastvinné Travní Osivo Meadow - Speciální pro koně (15 kg),"Organifer Meadow je vysoce kvalitní směs pastvin, která je vhodná jak pro sečení, tak pro pastvu. Organifer Meadow je směs certifikovaných travních osiv."
gid://shopify/Product/15449037963588,Kuřecí hnojivo pelety (5 kg pro 50 m2),Organifer Premium kuřecí hnojivo pelety jsou vyrobeny ze 100% čistého kuřecího hnoje a mají hodnotu NPK 4-3-3. Tento vysoce kvalitní produkt je sušen.
gid://shopify/Product/15449037996356,Opravné trávníkové semeno – Odolné (15 kg na 750 m2),Opravné trávníkové semeno – Odolné perfektní a dosévání všech typů trávníků. Jeho extrémně rychlá klíčivost a zakořenění v existujícím trávníku.
gid://shopify/Product/15449038422340,Kuřecí hnojivo pelety (10 kg pro 100 m2),Organifer Premium kuřecí hnojivo pelety jsou vyrobeny ze 100% čistého kuřecího hnoje a mají hodnotu NPK 4-3-3. Tento vysoce kvalitní produkt je sušen.
gid://shopify/Product/15449038618948,Granulki z Obornika Kurczęcego (20 kg - na 200 m2),Organifer Premium kuřecí hnojivo pelety jsou vyrobeny ze 100% čistého kuřecího hnoje a mají hodnotu NPK 4-3-3. Tento vysoce kvalitní produkt je sušen.
gid://shopify/Product/15449038815556,Kuřecí hnojivo pelety (40x = 800 kg - pro 8000 m2),Organifer Premium kuřecí hnojivo pelety jsou vyrobeny ze 100% čistého kuřecího hnoje a mají hodnotu NPK 4-3-3. Tento vysoce kvalitní produkt je sušen.
gid://shopify/Product/15449038913860,Granulki z Obornika Kurczęcego (20x = 400 kg - na 4000 m2),Organifer Premium kuřecí hnojivo pelety jsou vyrobeny ze 100% čistého kuřecího hnoje a mají hodnotu NPK 4-3-3. Tento vysoce kvalitní produkt je sušen.
gid://shopify/Product/15449039077700,Kuřecí hnojivo pelety (10x = 200 kg - pro 2000 m2),Organifer Premium kuřecí hnojivo pelety jsou vyrobeny ze 100% čistého kuřecího hnoje a mají hodnotu NPK 4-3-3. Tento vysoce kvalitní produkt je sušen.
gid://shopify/Product/15449039569220,Sušený kravský hnůj (Big Bag 500 litrů - pro 500 m2),Organifer Premium Sušený Kravský hnůj je vyroben ze 100% čistého a čerstvého kravského hnoje. Hygienizovaný kravský hnůj s přibližně 55% sušiny.
